District,Crop,Year,Season,Area,Temperature,Rainfall,Yield
AKOLA,Groundnut,2008-01-01,Summer,2300.0,33.468113,0.70000005,1.1304347826086956
AKOLA,Groundnut,2009-01-01,Summer,1900.0,34.294403,1.65,1.631578947368421
AMRAVATI,Groundnut,2007-01-01,Kharif,1600.0,27.133312,254.3,0.875
AMRAVATI,Groundnut,2007-01-01,Summer,1000.0,33.541447,5.4500003,1.5
AMRAVATI,Groundnut,2008-01-01,Kharif,1300.0,26.404854,206.54999,0.3846153846153846
AMRAVATI,Groundnut,2008-01-01,Summer,500.0,33.410744,2.0500002,1.0
AMRAVATI,Groundnut,2009-01-01,Kharif,800.0,27.877054,227.65,0.625
AMRAVATI,Groundnut,2009-01-01,Summer,900.0,34.00351,6.0,1.5555555555555556
AURANGABAD,Groundnut,2007-01-01,Kharif,8600.0,25.364769,218.175,1.0116279069767442
AURANGABAD,Groundnut,2007-01-01,Summer,500.0,31.227814,6.05,0.6
AURANGABAD,Groundnut,2008-01-01,Kharif,3600.0,25.080696,214.29999,0.8611111111111112
AURANGABAD,Groundnut,2008-01-01,Summer,300.0,30.783596,2.45,0.6666666666666666
AURANGABAD,Groundnut,2009-01-01,Kharif,4400.0,25.959091,218.175,0.9090909090909092
AURANGABAD,Groundnut,2009-01-01,Summer,200.0,31.630081,3.2,0.5
BEED,Groundnut,2007-01-01,Kharif,7800.0,25.9398,162.225,0.6025641025641025
BEED,Groundnut,2007-01-01,Summer,2300.0,32.353897,6.15,1.0434782608695652
BEED,Groundnut,2008-01-01,Kharif,6000.0,25.969276,159.875,0.5333333333333333
BEED,Groundnut,2008-01-01,Summer,3400.0,32.01108,4.4,0.9117647058823528
BEED,Groundnut,2009-01-01,Kharif,5900.0,26.490297,185.90001,0.6271186440677966
BEED,Groundnut,2009-01-01,Summer,3900.0,32.468872,3.1499999,0.8974358974358975
BHANDARA,Groundnut,2007-01-01,Summer,200.0,33.79988,4.4500003,0.5
BHANDARA,Groundnut,2008-01-01,Summer,100.0,33.52785,1.85,1.0
BULDHANA,Groundnut,2007-01-01,Kharif,600.0,26.11428,236.75,0.8333333333333334
BULDHANA,Groundnut,2007-01-01,Summer,1000.0,32.165134,3.25,1.5
BULDHANA,Groundnut,2008-01-01,Kharif,400.0,25.762877,209.775,0.25
BULDHANA,Groundnut,2008-01-01,Summer,1600.0,31.577412,2.8500001,0.875
BULDHANA,Groundnut,2009-01-01,Summer,500.0,32.400723,2.15,1.2
CHANDRAPUR,Groundnut,2007-01-01,Summer,200.0,34.097507,6.15,1.0
CHANDRAPUR,Groundnut,2008-01-01,Summer,100.0,34.609028,2.3,1.0
CHANDRAPUR,Groundnut,2009-01-01,Summer,100.0,35.11644,2.75,1.0
DHULE,Groundnut,2007-01-01,Kharif,35700.0,26.83617,304.8,0.8235294117647058
DHULE,Groundnut,2007-01-01,Summer,10900.0,31.754921,2.6,1.4770642201834865
DHULE,Groundnut,2008-01-01,Kharif,23100.0,26.411572,130.975,0.3679653679653679
DHULE,Groundnut,2008-01-01,Summer,1800.0,30.846302,0.0,1.2777777777777777
DHULE,Groundnut,2009-01-01,Kharif,21600.0,27.499107,117.149994,0.7731481481481481
DHULE,Groundnut,2009-01-01,Summer,2400.0,31.854961,0.75,1.5833333333333333
HINGOLI,Groundnut,2007-01-01,Summer,1800.0,32.595436,4.6,1.3333333333333333
HINGOLI,Groundnut,2008-01-01,Summer,700.0,32.750313,1.4000001,1.0
HINGOLI,Groundnut,2009-01-01,Summer,700.0,33.031616,7.7999997,0.8571428571428571
JALGAON,Groundnut,2007-01-01,Kharif,3400.0,27.397625,255.875,0.8235294117647058
JALGAON,Groundnut,2007-01-01,Summer,4400.0,32.829575,1.5500001,1.2727272727272727
JALGAON,Groundnut,2008-01-01,Kharif,1300.0,27.125673,160.7,0.7692307692307693
JALGAON,Groundnut,2008-01-01,Summer,3600.0,31.924316,0.95000005,1.3055555555555556
JALGAON,Groundnut,2009-01-01,Kharif,1400.0,28.18943,160.325,1.0714285714285714
JALGAON,Groundnut,2009-01-01,Summer,4600.0,32.625427,0.3,1.6304347826086956
JALNA,Groundnut,2007-01-01,Kharif,1200.0,25.781612,201.05,0.75
JALNA,Groundnut,2007-01-01,Summer,100.0,31.8075,6.8,1.0
JALNA,Groundnut,2008-01-01,Kharif,600.0,25.651335,208.55,0.5
JALNA,Groundnut,2008-01-01,Summer,200.0,31.679138,1.25,1.0
JALNA,Groundnut,2009-01-01,Kharif,600.0,26.513798,208.475,0.8333333333333334
JALNA,Groundnut,2009-01-01,Summer,100.0,32.296455,2.25,1.0
KOLHAPUR,Groundnut,2007-01-01,Kharif,56100.0,23.716825,201.97499,1.6274509803921569
KOLHAPUR,Groundnut,2007-01-01,Summer,2500.0,28.219091,34.2,2.52
KOLHAPUR,Groundnut,2008-01-01,Kharif,57400.0,23.425827,210.3,1.43205574912892
KOLHAPUR,Groundnut,2008-01-01,Summer,3100.0,27.548283,12.95,2.5806451612903225
KOLHAPUR,Groundnut,2009-01-01,Kharif,58200.0,23.862267,202.52501,1.3711340206185567
KOLHAPUR,Groundnut,2009-01-01,Summer,2500.0,28.585262,11.4,2.52
LATUR,Groundnut,2007-01-01,Kharif,8800.0,24.901548,177.55,0.6704545454545454
LATUR,Groundnut,2007-01-01,Summer,800.0,31.403381,9.05,0.875
LATUR,Groundnut,2008-01-01,Kharif,3000.0,25.391674,132.725,0.4666666666666667
LATUR,Groundnut,2008-01-01,Summer,800.0,31.780823,10.7,0.875
LATUR,Groundnut,2009-01-01,Kharif,2400.0,25.92611,151.675,0.3333333333333333
LATUR,Groundnut,2009-01-01,Summer,300.0,32.0085,19.7,1.0
NAGPUR,Groundnut,2007-01-01,Kharif,6100.0,27.745413,297.77502,0.8524590163934426
NAGPUR,Groundnut,2007-01-01,Summer,900.0,34.20073,2.9499998,1.3333333333333333
NAGPUR,Groundnut,2008-01-01,Kharif,6100.0,27.042223,194.45,0.6885245901639344
NAGPUR,Groundnut,2008-01-01,Summer,200.0,34.214134,1.3,1.5
NAGPUR,Groundnut,2009-01-01,Kharif,5700.0,28.595757,235.625,0.7543859649122807
NAGPUR,Groundnut,2009-01-01,Summer,400.0,34.782925,5.45,2.0
NANDED,Groundnut,2007-01-01,Kharif,300.0,26.81435,184.85,0.6666666666666666
NANDED,Groundnut,2007-01-01,Summer,3400.0,33.404182,7.05,1.0
NANDED,Groundnut,2008-01-01,Kharif,1000.0,26.917562,205.15001,0.5
NANDED,Groundnut,2008-01-01,Summer,3600.0,33.462646,3.35,1.1111111111111112
NANDED,Groundnut,2009-01-01,Kharif,800.0,27.772804,176.7,0.25
NANDED,Groundnut,2009-01-01,Summer,1700.0,33.791565,8.25,1.3529411764705883
NANDURBAR,Groundnut,2007-01-01,Kharif,9300.0,27.158123,281.725,1.043010752688172
NANDURBAR,Groundnut,2007-01-01,Summer,6700.0,31.656712,4.2,1.9701492537313432
NANDURBAR,Groundnut,2008-01-01,Kharif,6100.0,26.546297,159.20001,0.7540983606557377
NANDURBAR,Groundnut,2008-01-01,Summer,6000.0,30.7753,0.0,1.8833333333333333
NANDURBAR,Groundnut,2009-01-01,Kharif,7600.0,27.705202,125.425,0.4868421052631579
NANDURBAR,Groundnut,2009-01-01,Summer,7000.0,31.46606,0.05,1.8714285714285717
NASHIK,Groundnut,2007-01-01,Kharif,35200.0,24.024332,268.075,0.9232954545454546
NASHIK,Groundnut,2007-01-01,Summer,2600.0,28.470732,10.8,1.5384615384615383
NASHIK,Groundnut,2008-01-01,Kharif,28800.0,23.44919,299.075,0.9131944444444444
NASHIK,Groundnut,2008-01-01,Summer,1100.0,27.851063,1.95,1.3636363636363635
NASHIK,Groundnut,2009-01-01,Kharif,23400.0,24.34296,192.34999,0.7136752136752137
NASHIK,Groundnut,2009-01-01,Summer,1400.0,28.85964,1.75,1.4285714285714286
OSMANABAD,Groundnut,2007-01-01,Kharif,7100.0,24.566265,176.625,0.5633802816901409
OSMANABAD,Groundnut,2007-01-01,Summer,2500.0,31.323372,9.25,1.12
OSMANABAD,Groundnut,2008-01-01,Kharif,9900.0,24.990559,136.5,0.5151515151515151
OSMANABAD,Groundnut,2008-01-01,Summer,1600.0,31.089016,8.6,1.3125
OSMANABAD,Groundnut,2009-01-01,Kharif,10700.0,25.297606,168.5,0.5046728971962616
OSMANABAD,Groundnut,2009-01-01,Summer,1000.0,31.836113,19.55,1.0
PARBHANI,Groundnut,2007-01-01,Kharif,200.0,26.567837,172.225,0.5
PARBHANI,Groundnut,2007-01-01,Summer,4400.0,32.482323,6.5,1.0227272727272727
PARBHANI,Groundnut,2008-01-01,Summer,4200.0,32.821487,2.9499998,1.0714285714285714
PARBHANI,Groundnut,2009-01-01,Summer,1500.0,32.723045,7.45,1.3333333333333333
PUNE,Groundnut,2007-01-01,Kharif,46100.0,24.32357,426.875,1.1106290672451191
PUNE,Groundnut,2007-01-01,Summer,4500.0,28.830494,25.100002,1.9777777777777776
PUNE,Groundnut,2008-01-01,Kharif,31000.0,23.848295,406.925,0.9483870967741936
PUNE,Groundnut,2008-01-01,Summer,3900.0,28.501913,8.85,1.7435897435897436
PUNE,Groundnut,2009-01-01,Kharif,33100.0,24.505146,387.125,0.8821752265861027
PUNE,Groundnut,2009-01-01,Summer,5900.0,29.434788,2.95,1.9830508474576272
RAIGAD,Groundnut,2007-01-01,Kharif,100.0,24.041142,690.45,1.0
RAIGAD,Groundnut,2007-01-01,Summer,200.0,27.230156,35.65,2.0
RAIGAD,Groundnut,2008-01-01,Kharif,100.0,23.703281,612.225,1.0
RAIGAD,Groundnut,2008-01-01,Summer,200.0,27.07581,9.150001,2.0
RAIGAD,Groundnut,2009-01-01,Kharif,100.0,24.274973,559.75,1.0
RAIGAD,Groundnut,2009-01-01,Summer,200.0,27.506962,4.6,1.5
RATNAGIRI,Groundnut,2007-01-01,Kharif,200.0,24.618309,809.55,1.0
RATNAGIRI,Groundnut,2007-01-01,Summer,200.0,27.993996,25.65,2.5
RATNAGIRI,Groundnut,2008-01-01,Kharif,200.0,24.420382,793.6,0.5
RATNAGIRI,Groundnut,2008-01-01,Summer,100.0,27.464216,11.15,2.0
RATNAGIRI,Groundnut,2009-01-01,Kharif,200.0,24.807964,696.775,1.0
RATNAGIRI,Groundnut,2009-01-01,Summer,100.0,28.174023,7.2,2.0
SANGLI,Groundnut,2007-01-01,Kharif,38100.0,23.974707,170.125,0.984251968503937
SANGLI,Groundnut,2007-01-01,Summer,900.0,29.408062,25.2,2.111111111111111
SANGLI,Groundnut,2008-01-01,Kharif,20600.0,23.762474,140.975,0.6844660194174758
SANGLI,Groundnut,2008-01-01,Summer,600.0,28.683374,10.85,1.6666666666666667
SANGLI,Groundnut,2009-01-01,Kharif,25500.0,24.183239,184.05,1.0627450980392157
SANGLI,Groundnut,2009-01-01,Summer,700.0,29.733154,13.15,1.7142857142857142
SATARA,Groundnut,2007-01-01,Kharif,50300.0,22.646736,302.65,1.3757455268389662
SATARA,Groundnut,2007-01-01,Summer,3900.0,27.705336,30.35,2.58974358974359
SATARA,Groundnut,2008-01-01,Kharif,46300.0,22.337141,247.82501,1.4557235421166306
SATARA,Groundnut,2008-01-01,Summer,3400.0,27.114258,13.0,1.9411764705882355
SATARA,Groundnut,2009-01-01,Kharif,49300.0,22.807293,238.99998,1.279918864097363
SATARA,Groundnut,2009-01-01,Summer,4000.0,28.082825,12.2,2.225
SOLAPUR,Groundnut,2007-01-01,Kharif,2800.0,25.890047,166.7,0.6785714285714286
SOLAPUR,Groundnut,2007-01-01,Summer,9400.0,32.60247,11.85,1.4787234042553192
SOLAPUR,Groundnut,2008-01-01,Kharif,1100.0,26.198267,102.95,1.0
SOLAPUR,Groundnut,2008-01-01,Summer,7000.0,31.81321,7.2,1.457142857142857
SOLAPUR,Groundnut,2009-01-01,Kharif,2500.0,26.498665,126.325,0.44
SOLAPUR,Groundnut,2009-01-01,Summer,7000.0,33.04633,16.6,1.542857142857143
THANE,Groundnut,2007-01-01,Kharif,300.0,26.895412,413.225,1.0
THANE,Groundnut,2007-01-01,Summer,200.0,29.795677,8.5,1.5
THANE,Groundnut,2008-01-01,Kharif,300.0,26.526283,351.875,0.6666666666666666
THANE,Groundnut,2008-01-01,Summer,200.0,29.520182,2.3500001,3.0
THANE,Groundnut,2009-01-01,Kharif,200.0,27.181408,256.25,1.0
THANE,Groundnut,2009-01-01,Summer,200.0,29.940712,1.2000002,2.5
WARDHA,Groundnut,2007-01-01,Kharif,1100.0,27.97385,281.475,0.7272727272727273
WARDHA,Groundnut,2007-01-01,Summer,2700.0,34.55291,2.8500001,1.4814814814814814
WARDHA,Groundnut,2008-01-01,Kharif,600.0,27.34494,220.575,0.6666666666666666
WARDHA,Groundnut,2008-01-01,Summer,700.0,34.63336,0.6,1.0
WARDHA,Groundnut,2009-01-01,Kharif,200.0,28.797073,258.30002,0.5
WARDHA,Groundnut,2009-01-01,Summer,900.0,35.204597,4.7,1.2222222222222223
WASHIM,Groundnut,2007-01-01,Summer,800.0,32.907665,4.35,1.625
WASHIM,Groundnut,2008-01-01,Summer,100.0,32.615063,1.0,1.0
WASHIM,Groundnut,2009-01-01,Summer,100.0,33.407303,3.3,2.0
YAVATMAL,Groundnut,2007-01-01,Kharif,200.0,27.293613,269.5,1.0
YAVATMAL,Groundnut,2007-01-01,Summer,10600.0,34.110043,5.6,1.1132075471698113
YAVATMAL,Groundnut,2008-01-01,Kharif,100.0,26.78638,227.67499,1.0
YAVATMAL,Groundnut,2008-01-01,Summer,2900.0,34.309254,0.90000004,1.0344827586206895
YAVATMAL,Groundnut,2009-01-01,Kharif,100.0,28.154587,242.625,1.0
YAVATMAL,Groundnut,2009-01-01,Summer,1100.0,34.864807,4.55,1.4545454545454546
AHMEDNAGAR,Jowar,2007-01-01,Kharif,100.0,23.806892,162.625,1.0
AHMEDNAGAR,Jowar,2007-01-01,Rabi,503400.0,23.080957,0.075,0.5641636869288836
AHMEDNAGAR,Jowar,2008-01-01,Kharif,100.0,23.551321,143.1,1.0
AHMEDNAGAR,Jowar,2008-01-01,Rabi,507200.0,22.263203,8.774999,0.6462933753943217
AHMEDNAGAR,Jowar,2009-01-01,Rabi,520500.0,23.337294,2.0,0.6735830931796349
AKOLA,Jowar,2007-01-01,Kharif,71800.0,27.65188,219.775,2.930362116991644
AKOLA,Jowar,2007-01-01,Rabi,200.0,24.36371,0.425,1.0
AKOLA,Jowar,2008-01-01,Kharif,46500.0,27.026417,171.77501,2.210752688172043
AKOLA,Jowar,2008-01-01,Rabi,200.0,24.109062,4.825,1.0
AKOLA,Jowar,2009-01-01,Kharif,52400.0,28.256237,197.125,1.6259541984732824
AKOLA,Jowar,2009-01-01,Rabi,100.0,25.657476,6.475,1.0
AMRAVATI,Jowar,2007-01-01,Kharif,77900.0,27.133312,254.3,1.3581514762516047
AMRAVATI,Jowar,2008-01-01,Kharif,40300.0,26.404854,206.54999,0.9106699751861044
AMRAVATI,Jowar,2009-01-01,Kharif,49100.0,27.877054,227.65,1.0733197556008147
AURANGABAD,Jowar,2007-01-01,Kharif,6200.0,25.364769,218.175,1.6290322580645162
AURANGABAD,Jowar,2007-01-01,Rabi,113100.0,23.79403,0.125,1.0583554376657824
AURANGABAD,Jowar,2008-01-01,Kharif,4000.0,25.080696,214.29999,1.775
AURANGABAD,Jowar,2008-01-01,Rabi,178200.0,23.340515,2.9999998,0.9017957351290684
AURANGABAD,Jowar,2009-01-01,Kharif,8300.0,25.959091,218.175,1.5662650602409638
AURANGABAD,Jowar,2009-01-01,Rabi,171800.0,24.417812,1.9749999,1.0948777648428405
BEED,Jowar,2007-01-01,Kharif,41000.0,25.9398,162.225,0.8780487804878049
BEED,Jowar,2007-01-01,Rabi,242600.0,25.367104,0.0,0.8091508656224238
BEED,Jowar,2008-01-01,Kharif,34800.0,25.969276,159.875,0.6752873563218391
BEED,Jowar,2008-01-01,Rabi,276300.0,24.34031,7.2750006,0.8237423090843287
BEED,Jowar,2009-01-01,Kharif,32400.0,26.490297,185.90001,0.7222222222222222
BEED,Jowar,2009-01-01,Rabi,207000.0,25.540756,6.175,0.8328502415458937
BULDHANA,Jowar,2007-01-01,Kharif,60600.0,26.11428,236.75,1.863036303630363
BULDHANA,Jowar,2007-01-01,Rabi,15300.0,24.110886,0.45000002,1.1045751633986929
BULDHANA,Jowar,2008-01-01,Kharif,49700.0,25.762877,209.775,1.7887323943661972
BULDHANA,Jowar,2008-01-01,Rabi,13700.0,23.546461,4.4999995,1.0656934306569343
BULDHANA,Jowar,2009-01-01,Kharif,50000.0,26.806496,208.225,1.752
BULDHANA,Jowar,2009-01-01,Rabi,14300.0,24.859028,3.575,1.2307692307692308
CHANDRAPUR,Jowar,2007-01-01,Kharif,7000.0,27.901909,289.55,1.2571428571428571
CHANDRAPUR,Jowar,2007-01-01,Rabi,12300.0,25.395897,0.475,0.5121951219512195
CHANDRAPUR,Jowar,2008-01-01,Kharif,1800.0,27.359602,226.925,1.0
CHANDRAPUR,Jowar,2008-01-01,Rabi,4300.0,25.187412,14.624999,0.3720930232558139
CHANDRAPUR,Jowar,2009-01-01,Kharif,900.0,28.945341,288.375,0.6666666666666666
CHANDRAPUR,Jowar,2009-01-01,Rabi,5100.0,26.281612,3.225,0.4117647058823529
DHULE,Jowar,2007-01-01,Kharif,28500.0,26.83617,304.8,1.975438596491228
DHULE,Jowar,2007-01-01,Rabi,8500.0,24.469992,1.1,1.6705882352941177
DHULE,Jowar,2008-01-01,Kharif,20900.0,26.411572,130.975,0.6411483253588517
DHULE,Jowar,2008-01-01,Rabi,8300.0,23.83049,0.05,1.2289156626506024
DHULE,Jowar,2009-01-01,Kharif,24700.0,27.499107,117.149994,1.214574898785425
DHULE,Jowar,2009-01-01,Rabi,10200.0,25.20696,2.1,1.2843137254901962
GADCHIROLI,Jowar,2007-01-01,Rabi,6800.0,25.422073,3.0000002,0.6764705882352942
GADCHIROLI,Jowar,2008-01-01,Rabi,3800.0,24.988092,26.325,0.5
GADCHIROLI,Jowar,2009-01-01,Rabi,3600.0,26.275059,2.775,0.75
HINGOLI,Jowar,2007-01-01,Kharif,55200.0,26.072144,186.0,1.5869565217391304
HINGOLI,Jowar,2007-01-01,Rabi,23000.0,24.508959,0.1,0.6956521739130435
HINGOLI,Jowar,2008-01-01,Kharif,31500.0,26.038746,213.1,1.0952380952380951
HINGOLI,Jowar,2008-01-01,Rabi,21300.0,23.983185,5.6000004,1.3474178403755868
HINGOLI,Jowar,2009-01-01,Kharif,44800.0,26.85836,222.975,1.1071428571428572
HINGOLI,Jowar,2009-01-01,Rabi,23300.0,25.274761,3.425,0.9399141630901288
JALGAON,Jowar,2007-01-01,Kharif,120100.0,27.397625,255.875,2.26977518734388
JALGAON,Jowar,2007-01-01,Rabi,30500.0,24.669043,0.025,1.8688524590163933
JALGAON,Jowar,2008-01-01,Kharif,10800.0,27.125673,160.7,1.9259259259259256
JALGAON,Jowar,2008-01-01,Rabi,34500.0,23.720247,2.875,1.4028985507246376
JALGAON,Jowar,2009-01-01,Kharif,112900.0,28.18943,160.325,2.021257750221435
JALGAON,Jowar,2009-01-01,Rabi,53500.0,25.526712,0.65000004,1.5401869158878505
JALNA,Jowar,2007-01-01,Kharif,9900.0,25.781612,201.05,1.1919191919191918
JALNA,Jowar,2007-01-01,Rabi,144000.0,23.738255,0.125,1.0590277777777777
JALNA,Jowar,2008-01-01,Kharif,3300.0,25.651335,208.55,0.5757575757575758
JALNA,Jowar,2008-01-01,Rabi,159300.0,23.16785,4.625,0.9642184557438794
JALNA,Jowar,2009-01-01,Kharif,4700.0,26.513798,208.475,1.0212765957446808
JALNA,Jowar,2009-01-01,Rabi,145100.0,24.38102,1.7750001,1.0282563749138525
KOLHAPUR,Jowar,2007-01-01,Kharif,8400.0,23.716825,201.97499,1.8214285714285716
KOLHAPUR,Jowar,2007-01-01,Rabi,12700.0,25.57707,0.125,1.6141732283464567
KOLHAPUR,Jowar,2008-01-01,Kharif,8700.0,23.425827,210.3,2.0919540229885056
KOLHAPUR,Jowar,2008-01-01,Rabi,12700.0,24.613047,14.4,1.5511811023622046
KOLHAPUR,Jowar,2009-01-01,Kharif,7600.0,23.862267,202.52501,2.0921052631578947
KOLHAPUR,Jowar,2009-01-01,Rabi,12800.0,25.819551,0.95,1.3203125
LATUR,Jowar,2007-01-01,Kharif,133300.0,24.901548,177.55,1.5183795948987246
LATUR,Jowar,2007-01-01,Rabi,29200.0,24.292902,0.0,0.958904109589041
LATUR,Jowar,2008-01-01,Kharif,125700.0,25.391674,132.725,1.0389817024661894
LATUR,Jowar,2008-01-01,Rabi,27300.0,23.90892,17.124998,0.7619047619047619
LATUR,Jowar,2009-01-01,Kharif,117200.0,25.92611,151.675,0.7679180887372014
LATUR,Jowar,2009-01-01,Rabi,29100.0,25.214855,5.25,0.8316151202749141
NAGPUR,Jowar,2007-01-01,Kharif,22100.0,27.745413,297.77502,0.986425339366516
NAGPUR,Jowar,2007-01-01,Rabi,3300.0,24.210184,0.375,0.4242424242424242
NAGPUR,Jowar,2008-01-01,Kharif,17200.0,27.042223,194.45,0.8372093023255814
NAGPUR,Jowar,2008-01-01,Rabi,2200.0,23.81417,23.175001,0.3636363636363636
NAGPUR,Jowar,2009-01-01,Kharif,12300.0,28.595757,235.625,0.7479674796747967
NAGPUR,Jowar,2009-01-01,Rabi,3300.0,25.287569,3.1499996,0.5151515151515151
NANDED,Jowar,2007-01-01,Kharif,167800.0,26.81435,184.85,1.1632896305125149
NANDED,Jowar,2007-01-01,Rabi,27100.0,25.447025,0.0,0.8708487084870848
NANDED,Jowar,2008-01-01,Kharif,111300.0,26.917562,205.15001,0.9469901168014376
NANDED,Jowar,2008-01-01,Rabi,27400.0,24.813473,9.95,0.8065693430656934
NANDED,Jowar,2009-01-01,Kharif,125100.0,27.772804,176.7,0.7322142286171063
NANDED,Jowar,2009-01-01,Rabi,29600.0,26.129496,4.725,0.7398648648648649
NANDURBAR,Jowar,2007-01-01,Kharif,26900.0,27.158123,281.725,1.8364312267657992
NANDURBAR,Jowar,2007-01-01,Rabi,28300.0,24.02938,0.6,1.265017667844523
NANDURBAR,Jowar,2008-01-01,Kharif,27200.0,26.546297,159.20001,1.8639705882352944
NANDURBAR,Jowar,2008-01-01,Rabi,27100.0,23.384218,0.0,1.0774907749077491
NANDURBAR,Jowar,2009-01-01,Kharif,27700.0,27.705202,125.425,1.3068592057761732
NANDURBAR,Jowar,2009-01-01,Rabi,29700.0,24.796831,0.3,1.1346801346801347
NASHIK,Jowar,2007-01-01,Kharif,1800.0,24.024332,268.075,0.7777777777777778
NASHIK,Jowar,2007-01-01,Rabi,8500.0,23.204575,0.52500004,0.5882352941176471
NASHIK,Jowar,2008-01-01,Kharif,1100.0,23.44919,299.075,1.2727272727272727
NASHIK,Jowar,2008-01-01,Rabi,8900.0,22.559834,0.6,0.5842696629213483
NASHIK,Jowar,2009-01-01,Kharif,600.0,24.34296,192.34999,0.6666666666666666
NASHIK,Jowar,2009-01-01,Rabi,9500.0,23.693148,0.25,0.7473684210526316
OSMANABAD,Jowar,2007-01-01,Kharif,67800.0,24.566265,176.625,0.7404129793510325
OSMANABAD,Jowar,2007-01-01,Rabi,252100.0,24.654373,0.0,0.8746529155097184
OSMANABAD,Jowar,2008-01-01,Kharif,52100.0,24.990559,136.5,0.510556621880998
OSMANABAD,Jowar,2008-01-01,Rabi,286600.0,24.01609,13.125,0.823447313328681
OSMANABAD,Jowar,2009-01-01,Kharif,83000.0,25.297606,168.5,0.5337349397590362
OSMANABAD,Jowar,2009-01-01,Rabi,264900.0,25.257195,9.875,0.8154020385050963
PARBHANI,Jowar,2007-01-01,Kharif,74000.0,26.567837,172.225,1.4324324324324325
PARBHANI,Jowar,2007-01-01,Rabi,160600.0,24.806747,0.0,0.9869240348692404
PARBHANI,Jowar,2008-01-01,Kharif,62800.0,26.676392,183.2,1.1894904458598723
PARBHANI,Jowar,2008-01-01,Rabi,171000.0,24.241627,5.3750005,0.8497076023391813
PARBHANI,Jowar,2009-01-01,Kharif,62200.0,27.279785,196.15,0.8472668810289389
PARBHANI,Jowar,2009-01-01,Rabi,172500.0,25.310379,3.9499998,0.831304347826087
PUNE,Jowar,2007-01-01,Kharif,3000.0,24.32357,426.875,0.8
PUNE,Jowar,2007-01-01,Rabi,400200.0,24.538692,0.55,0.5384807596201899
PUNE,Jowar,2008-01-01,Kharif,2800.0,23.848295,406.925,1.1428571428571428
PUNE,Jowar,2008-01-01,Rabi,427900.0,23.8461,4.575,0.6417387240009348
PUNE,Jowar,2009-01-01,Kharif,9900.0,24.505146,387.125,1.0505050505050506
PUNE,Jowar,2009-01-01,Rabi,426500.0,24.91257,1.325,0.7381008206330598
SANGLI,Jowar,2007-01-01,Kharif,104000.0,23.974707,170.125,0.8307692307692308
SANGLI,Jowar,2007-01-01,Rabi,138600.0,25.139292,0.025,0.6507936507936508
SANGLI,Jowar,2008-01-01,Kharif,40400.0,23.762474,140.975,0.6485148514851485
SANGLI,Jowar,2008-01-01,Rabi,172800.0,23.814312,22.15,0.5833333333333334
SANGLI,Jowar,2009-01-01,Kharif,90700.0,24.183239,184.05,0.8511576626240352
SANGLI,Jowar,2009-01-01,Rabi,186100.0,25.120672,1.625,0.600214938205266
SATARA,Jowar,2007-01-01,Kharif,50300.0,22.646736,302.65,1.6779324055666005
SATARA,Jowar,2007-01-01,Rabi,97500.0,23.02947,0.025,1.0266666666666666
SATARA,Jowar,2008-01-01,Kharif,45500.0,22.337141,247.82501,1.8285714285714283
SATARA,Jowar,2008-01-01,Rabi,164800.0,21.971834,14.175,0.7949029126213593
SATARA,Jowar,2009-01-01,Kharif,46800.0,22.807293,238.99998,1.5085470085470083
SATARA,Jowar,2009-01-01,Rabi,134400.0,23.152168,2.75,0.8965773809523809
SOLAPUR,Jowar,2007-01-01,Kharif,200.0,25.890047,166.7,1.0
SOLAPUR,Jowar,2007-01-01,Rabi,617800.0,26.86768,0.025,0.5689543541599223
SOLAPUR,Jowar,2008-01-01,Kharif,200.0,26.198267,102.95,1.0
SOLAPUR,Jowar,2008-01-01,Rabi,687500.0,25.34391,15.325001,0.5905454545454546
SOLAPUR,Jowar,2009-01-01,Kharif,100.0,26.498665,126.325,0.44
SOLAPUR,Jowar,2009-01-01,Rabi,657600.0,26.925026,4.3999996,0.6093369829683698
WARDHA,Jowar,2007-01-01,Kharif,10400.0,27.97385,281.475,0.75
WARDHA,Jowar,2007-01-01,Rabi,600.0,24.853586,0.775,0.5
WARDHA,Jowar,2008-01-01,Kharif,4300.0,27.34494,220.575,0.3488372093023256
WARDHA,Jowar,2008-01-01,Rabi,300.0,24.50747,9.55,0.3333333333333333
WARDHA,Jowar,2009-01-01,Kharif,3700.0,28.797073,258.30002,0.4594594594594595
WARDHA,Jowar,2009-01-01,Rabi,1300.0,26.016176,2.4499998,0.5384615384615384
WASHIM,Jowar,2007-01-01,Kharif,40600.0,26.469372,221.92499,1.480295566502463
WASHIM,Jowar,2007-01-01,Rabi,700.0,24.598969,0.54999995,1.1428571428571428
WASHIM,Jowar,2008-01-01,Kharif,29900.0,25.954102,200.57501,1.5050167224080269
WASHIM,Jowar,2008-01-01,Rabi,300.0,24.177406,7.1,1.0
WASHIM,Jowar,2009-01-01,Kharif,25600.0,27.073265,196.725,1.51953125
WASHIM,Jowar,2009-01-01,Rabi,200.0,25.475134,3.9500003,1.0
YAVATMAL,Jowar,2007-01-01,Kharif,81700.0,27.293613,269.5,1.0820073439412483
YAVATMAL,Jowar,2008-01-01,Kharif,74400.0,26.78638,227.67499,0.967741935483871
YAVATMAL,Jowar,2009-01-01,Kharif,71600.0,28.154587,242.625,0.5251396648044693
